iter	Quantile:alpha=0.9
0	0.001863725259
1	0.001851665591
2	0.001839604276
3	0.001827258711
4	0.00181617961
5	0.001805187712
6	0.001795687078
7	0.001786512829
8	0.001778182916
9	0.001769616994
10	0.001760336754
11	0.001752022856
12	0.001744464602
13	0.001737136372
14	0.001729256264
15	0.001721639403
16	0.001714297339
17	0.001707737867
18	0.001701406613
19	0.001694323075
20	0.001687597123
21	0.001682081667
22	0.001676379542
23	0.001671509167
24	0.001666633938
25	0.001661412622
26	0.001656466827
27	0.001652310761
28	0.001647799501
29	0.001643323001
30	0.001638940802
31	0.001634769909
32	0.001630964171
33	0.00162718881
34	0.001623781842
35	0.001620300893
36	0.001617126056
37	0.001614338935
38	0.0016106095
39	0.001607752599
40	0.001604505718
41	0.001601247336
42	0.00159823857
43	0.001595296957
44	0.001593045888
45	0.001590396952
46	0.001588292069
47	0.001585259491
48	0.001582655211
49	0.001580190642
50	0.001577952609
51	0.001575683693
52	0.001573262404
53	0.001571110675
54	0.001569106371
55	0.001567227455
56	0.001565082148
57	0.001562918339
58	0.001561129422
59	0.00155946412
60	0.00155779972
61	0.001556263793
62	0.001554599714
63	0.001553205501
64	0.001551674271
65	0.001550115189
66	0.001548734018
67	0.001547414633
68	0.001546032958
69	0.001544637606
70	0.00154332275
71	0.001542411876
72	0.001540557915
73	0.001539308294
74	0.001538110694
75	0.001536995535
76	0.001536004193
77	0.001534527444
78	0.001533118545
79	0.001531831687
80	0.001530460456
81	0.00152951832
82	0.001528388627
83	0.001527406098
84	0.001526569271
85	0.001525166035
86	0.001523966388
87	0.001523185923
88	0.001521817491
89	0.001520791635
90	0.00152017049
91	0.001519235508
92	0.001518025487
93	0.001517359528
94	0.001516230034
95	0.001515495428
96	0.00151478346
97	0.001513814504
98	0.001512786924
99	0.00151199745
100	0.001511300576
101	0.001510466806
102	0.001509723227
103	0.001509145727
104	0.001507714666
105	0.001507070566
106	0.001506053125
107	0.001505399386
108	0.001504909751
109	0.001504173833
110	0.001503539772
111	0.001503072976
112	0.001502218558
113	0.001501482246
114	0.001501006195
115	0.001500310968
116	0.00149952461
117	0.001498991931
118	0.001498182532
119	0.001497739797
120	0.001496617612
121	0.001495887108
122	0.001494834936
123	0.00149405585
124	0.001493681895
125	0.001492848089
126	0.001492246947
127	0.001491717942
128	0.001491285943
129	0.001490943801
130	0.001490089136
131	0.001489341813
132	0.001488462151
133	0.001487396605
134	0.001487007241
135	0.00148646518
136	0.001485738394
137	0.001485280001
138	0.001484620764
139	0.001483953922
140	0.00148334243
141	0.001482602858
142	0.001481696844
143	0.00148063775
144	0.001480112364
145	0.001479467231
146	0.001478665904
147	0.001477972381
148	0.001477150678
149	0.001476149326
